-DOCSTART- -X- -X- O
諱 _ _ O
夢 _ _ B-FF
奇 _ _ I-FF
， _ _ O
皇 _ _ O
戶 _ _ O
部 _ _ O
侍 _ _ O
郎 _ _ O
， _ _ O
贈 _ _ O
太 _ _ O
保 _ _ O
。 _ _ O
王 _ _ O
母 _ _ O
潁 _ _ O
川 _ _ O
郡 _ _ O
君 _ _ O
陳 _ _ B-WFF
氏 _ _ I-WFF
， _ _ O
封 _ _ O
鄧 _ _ O
國 _ _ O
太 _ _ O
夫 _ _ O
人 _ _ O
。 _ _ O
父 _ _ O
諱 _ _ O
龜 _ _ B-F
圖 _ _ I-F
， _ _ O
皇 _ _ O
起 _ _ O
居 _ _ O
郎 _ _ O
， _ _ O
贈 _ _ O
尚 _ _ O
書 _ _ O
令 _ _ O
。 _ _ O
母 _ _ O
彭 _ _ O
城 _ _ O
劉 _ _ B-M
氏 _ _ I-M
， _ _ O
封 _ _ O
徐 _ _ O
國 _ _ O
太 _ _ O
夫 _ _ O
人 _ _ O
。 _ _ O
初 _ _ O
娶 _ _ O
宋 _ _ B-W1
氏 _ _ I-W1
， _ _ O
封 _ _ O
廣 _ _ O
平 _ _ O
縣 _ _ O
君 _ _ O
， _ _ O
再 _ _ O
娶 _ _ O
薛 _ _ B-W2
氏 _ _ I-W2
， _ _ O
封 _ _ O
譙 _ _ O
國 _ _ O
夫 _ _ O
人 _ _ O
， _ _ O
皆 _ _ O
歿 _ _ O
於 _ _ O
公 _ _ O
之 _ _ O
先 _ _ O
。 _ _ O
男 _ _ O
十 _ _ O
人 _ _ O
。 _ _ O
從 _ _ B-S
簡 _ _ I-S
， _ _ O
駕 _ _ O
部 _ _ O
員 _ _ O
外 _ _ O
。 _ _ O
知 _ _ B-S
簡 _ _ I-S
， _ _ O
大 _ _ O
理 _ _ O
寺 _ _ O
丞 _ _ O
。 _ _ O
惟 _ _ B-S
簡 _ _ I-S
， _ _ O
庫 _ _ O
部 _ _ O
郎 _ _ O
中 _ _ O
。 _ _ O
承 _ _ B-S
簡 _ _ I-S
， _ _ O
虞 _ _ O
部 _ _ O
郎 _ _ O
中 _ _ O
。 _ _ O
行 _ _ O
簡 _ _ O
， _ _ O
比 _ _ O
部 _ _ O
郎 _ _ O
中 _ _ O
。 _ _ O
次 _ _ O
未 _ _ O
名 _ _ O
。 _ _ O
次 _ _ O
易 _ _ B-S
簡 _ _ I-S
， _ _ O
奉 _ _ O
禮 _ _ O
部 _ _ O
。 _ _ O
務 _ _ B-S
簡 _ _ I-S
， _ _ O
光 _ _ O
祿 _ _ O
少 _ _ O
卿 _ _ O
。 _ _ O
居 _ _ B-S
簡 _ _ I-S
， _ _ O
龍 _ _ O
圖 _ _ O
閣 _ _ O
直 _ _ O
學 _ _ O
士 _ _ O
、 _ _ O
尚 _ _ O
書 _ _ O
兵 _ _ O
部 _ _ O
侍 _ _ O
郎 _ _ O
。 _ _ O
師 _ _ B-S
簡 _ _ I-S
， _ _ O
司 _ _ O
農 _ _ O
少 _ _ O
卿 _ _ O
。 _ _ O
孫 _ _ O
二 _ _ O
十 _ _ O
五 _ _ O
人 _ _ O
， _ _ O
曾 _ _ O
孫 _ _ O
三 _ _ O
十 _ _ O
一 _ _ O
人 _ _ O
， _ _ O
并 _ _ O
傳 _ _ O
公 _ _ O
之 _ _ O
所 _ _ O
誨 _ _ O
於 _ _ O
其 _ _ O
父 _ _ O
祖 _ _ O
， _ _ O
罔 _ _ O
敢 _ _ O
不 _ _ O
率 _ _ O
， _ _ O
人 _ _ O
於 _ _ O
是 _ _ O
又 _ _ O
知 _ _ O
公 _ _ O
之 _ _ O
義 _ _ O
訓 _ _ O
大 _ _ O
施 _ _ O
於 _ _ O
其 _ _ O
後 _ _ O
。 _ _ O
孫 _ _ O
皆 _ _ O
有 _ _ O
官 _ _ O
， _ _ O
而 _ _ O
曾 _ _ O
孫 _ _ O
亦 _ _ O
有 _ _ O
出 _ _ O
仕 _ _ O
者 _ _ O
。 _ _ O
女 _ _ O
六 _ _ O
人 _ _ O
。 _ _ O
長 _ _ O
嫁 _ _ O
光 _ _ O
祿 _ _ O
寺 _ _ O
丞 _ _ O
、 _ _ O
直 _ _ O
集 _ _ O
賢 _ _ O
院 _ _ O
孫 _ _ B-DH
暨 _ _ I-DH
。 _ _ O
次 _ _ O
嫁 _ _ O
刑 _ _ O
部 _ _ O
侍 _ _ O
郎 _ _ O
， _ _ O
參 _ _ O
知 _ _ O
政 _ _ O
事 _ _ O
趙 _ _ B-DH
安 _ _ I-DH
仁 _ _ I-DH
。 _ _ O
次 _ _ O
嫁 _ _ O
太 _ _ O
常 _ _ O
博 _ _ O
士 _ _ O
周 _ _ B-DH
漸 _ _ I-DH
。 _ _ O
次 _ _ O
嫁 _ _ O
觀 _ _ O
文 _ _ O
殿 _ _ O
學 _ _ O
士 _ _ O
、 _ _ O
尚 _ _ O
書 _ _ O
右 _ _ O
丞 _ _ O
丁 _ _ B-DH
度 _ _ I-DH
。 _ _ O
次 _ _ O
早 _ _ O
夭 _ _ O
。 _ _ O
次 _ _ O
嫁 _ _ O
永 _ _ O
州 _ _ O
推 _ _ O
官 _ _ O
楊 _ _ B-DH
巽 _ _ I-DH
。 _ _ O

故 _ _ O
推 _ _ O
誠 _ _ O
保 _ _ O
德 _ _ O
崇 _ _ O
仁 _ _ O
守 _ _ O
正 _ _ O
協 _ _ O
恭 _ _ O
忠 _ _ O
亮 _ _ O
翼 _ _ O
戴 _ _ O
功 _ _ O
臣 _ _ O
、 _ _ O
資 _ _ O
政 _ _ O
殿 _ _ O
大 _ _ O
學 _ _ O
士 _ _ O
、 _ _ O
開 _ _ O
府 _ _ O
儀 _ _ O
同 _ _ O
三 _ _ O
司 _ _ O
、 _ _ O
行 _ _ O
尚 _ _ O
書 _ _ O
左 _ _ O
仆 _ _ O
射 _ _ O
、 _ _ O
判 _ _ O
鄆 _ _ O
州 _ _ O
、 _ _ O
上 _ _ O
柱 _ _ O
國 _ _ O
、 _ _ O
沂 _ _ O
國 _ _ O
公 _ _ O
， _ _ O
食 _ _ O
邑 _ _ O
一 _ _ O
萬 _ _ O
二 _ _ O
千 _ _ O
五 _ _ O
百 _ _ O
戶 _ _ O
， _ _ O
食 _ _ O
實 _ _ O
封 _ _ O
五 _ _ O
千 _ _ O
一 _ _ O
百 _ _ O
戶 _ _ O
， _ _ O
贈 _ _ O
侍 _ _ O
中 _ _ O
。 _ _ O
曾 _ _ O
祖 _ _ O
鐸 _ _ B-FFF
， _ _ O
累 _ _ O
贈 _ _ O
太 _ _ O
師 _ _ O
、 _ _ O
尚 _ _ O
書 _ _ O
令 _ _ O
、 _ _ O
中 _ _ O
書 _ _ O
令 _ _ O
、 _ _ O
越 _ _ O
國 _ _ O
公 _ _ O
。 _ _ O
曾 _ _ O
祖 _ _ O
母 _ _ O
趙 _ _ B-WFFF
氏 _ _ I-WFFF
， _ _ O
越 _ _ O
國 _ _ O
太 _ _ O
夫 _ _ O
人 _ _ O
。 _ _ O
祖 _ _ O
繼 _ _ B-FF
華 _ _ I-FF
， _ _ O
累 _ _ O
贈 _ _ O
太 _ _ O
師 _ _ O
、 _ _ O
尚 _ _ O
書 _ _ O
令 _ _ O
、 _ _ O
陳 _ _ O
國 _ _ O
公 _ _ O
。 _ _ O
祖 _ _ O
母 _ _ O
劉 _ _ B-WFF
氏 _ _ I-WFF
， _ _ O
陳 _ _ O
國 _ _ O
太 _ _ O
夫 _ _ O
人 _ _ O
； _ _ O
衛 _ _ B-WFF
氏 _ _ I-WFF
， _ _ O
楚 _ _ O
國 _ _ O
太 _ _ O
夫 _ _ O
人 _ _ O
。 _ _ O
考 _ _ O
兼 _ _ B-F
皇 _ _ I-F
， _ _ O
任 _ _ O
著 _ _ O
作 _ _ O
佐 _ _ O
郎 _ _ O
， _ _ O
累 _ _ O
贈 _ _ O
太 _ _ O
師 _ _ O
、 _ _ O
尚 _ _ O
書 _ _ O
令 _ _ O
、 _ _ O
魯 _ _ O
國 _ _ O
公 _ _ O
。 _ _ O
母 _ _ O
張 _ _ B-M
氏 _ _ I-M
， _ _ O
燕 _ _ O
國 _ _ O
太 _ _ O
夫 _ _ O
人 _ _ O
； _ _ O
何 _ _ B-M
氏 _ _ I-M
， _ _ O
魯 _ _ O
國 _ _ O
太 _ _ O
夫 _ _ O
人 _ _ O
。 _ _ O
青 _ _ O
州 _ _ O
益 _ _ O
都 _ _ O
縣 _ _ O
興 _ _ O
儒 _ _ O
鄉 _ _ O
秀 _ _ O
士 _ _ O
里 _ _ O
。 _ _ O
初 _ _ O
娶 _ _ O
蔡 _ _ B-W1
氏 _ _ I-W1
， _ _ O
處 _ _ O
士 _ _ O
光 _ _ O
濟 _ _ O
女 _ _ O
， _ _ O
卒 _ _ O
。 _ _ O
再 _ _ O
娶 _ _ O
李 _ _ B-W1
氏 _ _ I-W1
， _ _ O
故 _ _ O
相 _ _ O
文 _ _ O
靖 _ _ O
公 _ _ O
女 _ _ O
。 _ _ O
繼 _ _ O
室 _ _ O
以 _ _ O
其 _ _ O
妹 _ _ O
， _ _ O
封 _ _ O
許 _ _ O
國 _ _ O
夫 _ _ O
人 _ _ O
， _ _ O
賢 _ _ O
令 _ _ O
可 _ _ O
法 _ _ O
。 _ _ O
子 _ _ O
四 _ _ O
男 _ _ O
三 _ _ O
女 _ _ O
。 _ _ O
曰 _ _ O
薩 _ _ B-S
， _ _ O
光 _ _ O
祿 _ _ O
寺 _ _ O
丞 _ _ O
。 _ _ O
曰 _ _ O
郿 _ _ B-S
， _ _ O
亦 _ _ O
光 _ _ O
祿 _ _ O
寺 _ _ O
丞 _ _ O
。 _ _ O
曰 _ _ O
縯 _ _ B-S
， _ _ O
將 _ _ O
作 _ _ O
監 _ _ O
丞 _ _ O
。 _ _ O
曰 _ _ O
緣 _ _ B-S
。 _ _ O
縯 _ _ O
與 _ _ O
二 _ _ O
女 _ _ O
并 _ _ O
早 _ _ O
夭 _ _ O
。 _ _ O
初 _ _ O
以 _ _ O
子 _ _ O
幼 _ _ O
， _ _ O
取 _ _ O
從 _ _ O
兄 _ _ O
子 _ _ O
大 _ _ O
理 _ _ O
寺 _ _ O
丞 _ _ O
、 _ _ O
秘 _ _ O
閣 _ _ O
校 _ _ O
理 _ _ O
繹 _ _ O
為 _ _ O
子 _ _ O
主 _ _ O
後 _ _ O
， _ _ O
遂 _ _ O
克 _ _ O
以 _ _ O
葬 _ _ O
。 _ _ O
一 _ _ O
女 _ _ O
適 _ _ O
屯 _ _ O
田 _ _ O
郎 _ _ O
中 _ _ O
沈 _ _ B-DH
惟 _ _ I-DH
溫 _ _ I-DH
。 _ _ O

公 _ _ O
諱 _ _ O
曙 _ _ O
， _ _ O
字 _ _ O
晦 _ _ O
叔 _ _ O
， _ _ O
其 _ _ O
先 _ _ O
太 _ _ O
原 _ _ O
人 _ _ O
。 _ _ O
始 _ _ O
， _ _ O
王 _ _ O
氏 _ _ O
居 _ _ O
太 _ _ O
原 _ _ O
， _ _ O
爲 _ _ O
著 _ _ O
姓 _ _ O
， _ _ O
其 _ _ O
後 _ _ O
有 _ _ O
徙 _ _ O
西 _ _ O
河 _ _ O
者 _ _ O
。 _ _ O
公 _ _ O
之 _ _ O
先 _ _ O
君 _ _ O
， _ _ O
能 _ _ O
傳 _ _ O
其 _ _ O
世 _ _ O
系 _ _ O
之 _ _ O
所 _ _ O
從 _ _ O
， _ _ O
實 _ _ O
隋 _ _ O
世 _ _ O
文 _ _ O
中 _ _ O
子 _ _ O
之 _ _ O
弟 _ _ O
績 _ _ O
之 _ _ O
後 _ _ O
。 _ _ O
績 _ _ O
號 _ _ O
東 _ _ O
皋 _ _ O
子 _ _ O
， _ _ O
東 _ _ O
皋 _ _ O
而 _ _ O
下 _ _ O
， _ _ O
間 _ _ O
有 _ _ O
儒 _ _ O
者 _ _ O
， _ _ O
然 _ _ O
不 _ _ O
大 _ _ O
顯 _ _ O
， _ _ O
亦 _ _ O
未 _ _ O
嘗 _ _ O
去 _ _ O
河 _ _ O
汾 _ _ O
。 _ _ O
經 _ _ O
亂 _ _ O
亡 _ _ O
， _ _ O
其 _ _ O
譜 _ _ O
不 _ _ O
復 _ _ O
貫 _ _ O
敘 _ _ O
， _ _ O
故 _ _ O
後 _ _ O
世 _ _ O
唯 _ _ O
祖 _ _ O
東 _ _ O
皋 _ _ O
子 _ _ O
。 _ _ O
至 _ _ O
公 _ _ O
始 _ _ O
葬 _ _ O
先 _ _ O
君 _ _ O
河 _ _ O
南 _ _ O
， _ _ O
今 _ _ O
遂 _ _ O
爲 _ _ O
河 _ _ O
南 _ _ O
人 _ _ O
。 _ _ O
曾 _ _ O
祖 _ _ O
傑 _ _ B-FFF
， _ _ O
祖 _ _ O
崇 _ _ B-FF
， _ _ O
生 _ _ O
兵 _ _ O
間 _ _ O
， _ _ O
以 _ _ O
義 _ _ O
勇 _ _ O
自 _ _ O
許 _ _ O
。 _ _ O
河 _ _ O
東 _ _ O
大 _ _ O
將 _ _ O
周 _ _ O
德 _ _ O
威 _ _ O
聞 _ _ O
其 _ _ O
名 _ _ O
， _ _ O
召 _ _ O
補 _ _ O
裨 _ _ O
校 _ _ O
。 _ _ O
德 _ _ O
威 _ _ O
後 _ _ O
帥 _ _ O
燕 _ _ O
軍 _ _ O
， _ _ O
以 _ _ O
戰 _ _ O
死 _ _ O
。 _ _ O
失 _ _ O
知 _ _ O
己 _ _ O
， _ _ O
功 _ _ O
業 _ _ O
不 _ _ O
著 _ _ O
， _ _ O
以 _ _ O
壽 _ _ O
終 _ _ O
。 _ _ O
考 _ _ O
景 _ _ O
純 _ _ O
， _ _ O
少 _ _ O
客 _ _ O
燕 _ _ O
地 _ _ O
， _ _ O
感 _ _ O
家 _ _ O
世 _ _ O
儒 _ _ O
者 _ _ O
， _ _ O
不 _ _ O
當 _ _ O
用 _ _ O
材 _ _ O
武 _ _ O
進 _ _ O
。 _ _ O
乃 _ _ O
南 _ _ O
游 _ _ O
嵩 _ _ O
洛 _ _ O
， _ _ O
得 _ _ O
左 _ _ O
嵩 _ _ O
譚 _ _ O
用 _ _ O
之 _ _ O
者 _ _ O
爲 _ _ O
之 _ _ O
友 _ _ O
， _ _ O
寖 _ _ O
以 _ _ O
文 _ _ O
稱 _ _ O
。 _ _ O
還 _ _ O
太 _ _ O
原 _ _ O
， _ _ O
至 _ _ O
境 _ _ O
上 _ _ O
， _ _ O
時 _ _ O
劉 _ _ O
氏 _ _ O
方 _ _ O
據 _ _ O
其 _ _ O
地 _ _ O
， _ _ O
嘆 _ _ O
曰 _ _ O
： _ _ O
‘ _ _ O
天 _ _ O
下 _ _ O
將 _ _ O
定 _ _ O
， _ _ O
以 _ _ O
區 _ _ O
區 _ _ O
一 _ _ O
方 _ _ O
支 _ _ O
天 _ _ O
下 _ _ O
兵 _ _ O
， _ _ O
此 _ _ O
危 _ _ O
國 _ _ O
也 _ _ O
。 _ _ O
’ _ _ O
遂 _ _ O
不 _ _ O
入 _ _ O
， _ _ O
止 _ _ O
上 _ _ O
黨 _ _ O
， _ _ O
帥 _ _ O
延 _ _ O
致 _ _ O
幕 _ _ O
府 _ _ O
。 _ _ O
府 _ _ O
罷 _ _ O
， _ _ O
不 _ _ O
復 _ _ O
作 _ _ O
吏 _ _ O
， _ _ O
購 _ _ O
四 _ _ O
方 _ _ O
書 _ _ O
， _ _ O
或 _ _ O
手 _ _ O
抄 _ _ O
之 _ _ O
。 _ _ O
晚 _ _ O
年 _ _ O
， _ _ O
書 _ _ O
數 _ _ O
千 _ _ O
卷 _ _ O
。 _ _ O
端 _ _ O
拱 _ _ O
中 _ _ O
， _ _ O
終 _ _ O
京 _ _ O
師 _ _ O
。 _ _ O
及 _ _ O
公 _ _ O
之 _ _ O
貴 _ _ O
， _ _ O
追 _ _ O
榮 _ _ O
三 _ _ O
代 _ _ O
， _ _ O
曾 _ _ O
祖 _ _ O
太 _ _ O
傅 _ _ O
， _ _ O
曾 _ _ O
祖 _ _ O
妣 _ _ O
張 _ _ B-WFFF
氏 _ _ I-WFFF
韓 _ _ O
國 _ _ O
太 _ _ O
夫 _ _ O
人 _ _ O
； _ _ O
祖 _ _ O
太 _ _ O
師 _ _ O
， _ _ O
祖 _ _ O
妣 _ _ O
閻 _ _ B-WFF
氏 _ _ I-WFF
齊 _ _ O
國 _ _ O
太 _ _ O
夫 _ _ O
人 _ _ O
； _ _ O
考 _ _ O
太 _ _ O
師 _ _ O
、 _ _ O
尚 _ _ O
書 _ _ O
令 _ _ O
， _ _ O
妣 _ _ O
祁 _ _ B-WF
氏 _ _ I-WF
魯 _ _ O
國 _ _ O
太 _ _ O
夫 _ _ O
人 _ _ O
。 _ _ O
初 _ _ O
夫 _ _ O
人 _ _ O
石 _ _ B-W1
氏 _ _ I-W1
， _ _ O
平 _ _ O
原 _ _ O
郡 _ _ O
君 _ _ O
； _ _ O
次 _ _ O
夫 _ _ O
人 _ _ O
寇 _ _ B-W2
氏 _ _ I-W2
， _ _ O
馮 _ _ O
翊 _ _ O
郡 _ _ O
君 _ _ O
。 _ _ O
子 _ _ O
二 _ _ O
人 _ _ O
： _ _ O
益 _ _ B-S
恭 _ _ I-S
， _ _ O
虞 _ _ O
部 _ _ O
員 _ _ O
外 _ _ O
郎 _ _ O
， _ _ O
孝 _ _ O
謹 _ _ O
溫 _ _ O
厚 _ _ O
， _ _ O
得 _ _ O
其 _ _ O
家 _ _ O
法 _ _ O
； _ _ O
益 _ _ B-S
柔 _ _ I-S
， _ _ O
右 _ _ O
贊 _ _ O
善 _ _ O
大 _ _ O
夫 _ _ O
， _ _ O
篤 _ _ O
學 _ _ O
好 _ _ O
古 _ _ O
， _ _ O
善 _ _ O
自 _ _ O
樹 _ _ O
立 _ _ O
。 _ _ O
二 _ _ O
孫 _ _ O
： _ _ O
慎 _ _ B-SS
言 _ _ I-SS
， _ _ O
光 _ _ O
祿 _ _ O
寺 _ _ O
丞 _ _ O
； _ _ O
慎 _ _ B-SS
行 _ _ I-SS
， _ _ O
太 _ _ O
常 _ _ O
寺 _ _ O
太 _ _ O
祝 _ _ O
。 _ _ O
女 _ _ O
七 _ _ O
人 _ _ O
， _ _ O
適 _ _ O
校 _ _ O
書 _ _ O
郎 _ _ O
陳 _ _ B-DH
勘 _ _ I-DH
、 _ _ O
將 _ _ O
作 _ _ O
監 _ _ O
主 _ _ O
簿 _ _ O
趙 _ _ B-DH
士 _ _ I-DH
宗 _ _ I-DH
、 _ _ O
殿 _ _ O
中 _ _ O
丞 _ _ O
孫 _ _ B-DH
瑜 _ _ I-DH
、 _ _ O
殿 _ _ O
直 _ _ O
楊 _ _ B-DH
舜 _ _ I-DH
臣 _ _ I-DH
、 _ _ O
唐 _ _ O
州 _ _ O
推 _ _ O
官 _ _ O
尹 _ _ B-DH
宗 _ _ I-DH
濟 _ _ I-DH
、 _ _ O
光 _ _ O
祿 _ _ O
寺 _ _ O
丞 _ _ O
張 _ _ B-DH
宗 _ _ I-DH
簡 _ _ I-DH
、 _ _ O
將 _ _ O
作 _ _ O
監 _ _ O
主 _ _ O
簿 _ _ O
陳 _ _ B-DH
安 _ _ I-DH
石 _ _ I-DH
。 _ _ O
孫 _ _ O
女 _ _ O
四 _ _ O
人 _ _ O
， _ _ O
并 _ _ O
幼 _ _ O
。 _ _ O
公 _ _ O
母 _ _ O
弟 _ _ O
映 _ _ B-MB
， _ _ O
試 _ _ O
將 _ _ O
作 _ _ O
監 _ _ O
主 _ _ O
簿 _ _ O
， _ _ O
早 _ _ O
世 _ _ O
。 _ _ O
有 _ _ O
子 _ _ O
二 _ _ O
人 _ _ O
： _ _ O
益 _ _ O
謙 _ _ O
， _ _ O
左 _ _ O
侍 _ _ O
禁 _ _ O
； _ _ O
益 _ _ O
沖 _ _ O
， _ _ O
將 _ _ O
作 _ _ O
監 _ _ O
丞 _ _ O
。 _ _ O

公 _ _ O
諱 _ _ O
浩 _ _ O
， _ _ O
建 _ _ O
炎 _ _ O
、 _ _ O
紹 _ _ O
興 _ _ O
間 _ _ O
來 _ _ O
寓 _ _ O
四 _ _ O
明 _ _ O
。 _ _ O
公 _ _ O
字 _ _ O
浩 _ _ O
然 _ _ O
， _ _ O
曾 _ _ O
祖 _ _ O
德 _ _ B-FFF
安 _ _ I-FFF
， _ _ O
杭 _ _ O
州 _ _ O
助 _ _ O
教 _ _ O
， _ _ O
贈 _ _ O
忠 _ _ O
翊 _ _ O
郎 _ _ O
。 _ _ O
祖 _ _ O
侁 _ _ B-FF
， _ _ O
右 _ _ O
侍 _ _ O
禁 _ _ O
、 _ _ O
閤 _ _ O
門 _ _ O
祗 _ _ O
候 _ _ O
， _ _ O
累 _ _ O
贈 _ _ O
武 _ _ O
經 _ _ O
郎 _ _ O
。 _ _ O
父 _ _ O
寬 _ _ B-F
， _ _ O
成 _ _ O
忠 _ _ O
郎 _ _ O
， _ _ O
閤 _ _ O
門 _ _ O
祗 _ _ O
候 _ _ O
， _ _ O
累 _ _ O
贈 _ _ O
武 _ _ O
功 _ _ O
大 _ _ O
夫 _ _ O
， _ _ O
吉 _ _ O
州 _ _ O
刺 _ _ O
史 _ _ O
。 _ _ O
娶 _ _ O
朱 _ _ B-W1
氏 _ _ I-W1
， _ _ O
封 _ _ O
宜 _ _ O
人 _ _ O
， _ _ O
累 _ _ O
贈 _ _ O
和 _ _ O
政 _ _ O
郡 _ _ O
夫 _ _ O
人 _ _ O
。 _ _ O
少 _ _ O
師 _ _ O
孝 _ _ O
莊 _ _ O
之 _ _ O
女 _ _ O
， _ _ O
視 _ _ O
欽 _ _ O
成 _ _ O
皇 _ _ O
后 _ _ O
爲 _ _ O
祖 _ _ O
姑 _ _ O
， _ _ O
又 _ _ O
仁 _ _ O
懷 _ _ O
皇 _ _ O
后 _ _ O
之 _ _ O
姪 _ _ O
也 _ _ O
。 _ _ O
男 _ _ O
六 _ _ O
人 _ _ O
： _ _ O
模 _ _ B-S
， _ _ O
故 _ _ O
忠 _ _ O
翊 _ _ O
郎 _ _ O
、 _ _ O
監 _ _ O
建 _ _ O
康 _ _ O
府 _ _ O
户 _ _ O
部 _ _ O
贍 _ _ O
軍 _ _ O
酒 _ _ O
庫 _ _ O
所 _ _ O
糴 _ _ O
場 _ _ O
， _ _ O
贈 _ _ O
通 _ _ O
直 _ _ O
郎 _ _ O
； _ _ O
棫 _ _ B-S
， _ _ O
以 _ _ O
召 _ _ O
對 _ _ O
職 _ _ O
賓 _ _ O
贊 _ _ O
， _ _ O
終 _ _ O
武 _ _ O
經 _ _ O
大 _ _ O
夫 _ _ O
、 _ _ O
閤 _ _ O
門 _ _ O
宣 _ _ O
贊 _ _ O
舍 _ _ O
人 _ _ O
、 _ _ O
兩 _ _ O
浙 _ _ O
東 _ _ O
路 _ _ O
兵 _ _ O
馬 _ _ O
鈐 _ _ O
轄 _ _ O
； _ _ O
樸 _ _ B-S
， _ _ O
以 _ _ O
疾 _ _ O
不 _ _ O
仕 _ _ O
； _ _ O
桐 _ _ B-S
， _ _ O
武 _ _ O
翼 _ _ O
大 _ _ O
夫 _ _ O
、 _ _ O
新 _ _ O
權 _ _ O
發 _ _ O
遣 _ _ O
郴 _ _ O
州 _ _ O
軍 _ _ O
州 _ _ O
事 _ _ O
； _ _ O
柄 _ _ B-S
， _ _ O
故 _ _ O
奉 _ _ O
議 _ _ O
郎 _ _ O
、 _ _ O
知 _ _ O
濠 _ _ O
州 _ _ O
鍾 _ _ O
離 _ _ O
縣 _ _ O
事 _ _ O
； _ _ O
林 _ _ B-S
。 _ _ O
女 _ _ O
六 _ _ O
人 _ _ O
： _ _ O
長 _ _ O
適 _ _ O
故 _ _ O
朝 _ _ O
奉 _ _ O
大 _ _ O
夫 _ _ O
、 _ _ O
知 _ _ O
泰 _ _ O
州 _ _ O
司 _ _ B-DH
馬 _ _ I-DH
儼 _ _ I-DH
， _ _ O
次 _ _ O
適 _ _ O
武 _ _ O
節 _ _ O
郎 _ _ O
、 _ _ O
新 _ _ O
東 _ _ O
南 _ _ O
第 _ _ O
四 _ _ O
副 _ _ O
將 _ _ O
紹 _ _ O
興 _ _ O
府 _ _ O
駐 _ _ O
劄 _ _ O
董 _ _ B-DH
璆 _ _ I-DH
， _ _ O
次 _ _ O
適 _ _ O
奉 _ _ O
議 _ _ O
郎 _ _ O
、 _ _ O
知 _ _ O
嘉 _ _ O
興 _ _ O
府 _ _ O
海 _ _ O
鹽 _ _ O
縣 _ _ O
事 _ _ O
史 _ _ B-DH
彌 _ _ I-DH
謹 _ _ I-DH
， _ _ O
次 _ _ O
適 _ _ O
國 _ _ O
子 _ _ O
進 _ _ O
士 _ _ O
樓 _ _ B-DH
溱 _ _ I-DH
， _ _ O
次 _ _ O
適 _ _ O
建 _ _ O
昌 _ _ O
軍 _ _ O
新 _ _ O
城 _ _ O
縣 _ _ O
主 _ _ O
簿 _ _ O
王 _ _ B-DH
深 _ _ I-DH
； _ _ O
一 _ _ O
蚤 _ _ O
亡 _ _ O
。 _ _ O
孫 _ _ O
男 _ _ O
一 _ _ O
十 _ _ O
人 _ _ O
： _ _ O
炳 _ _ B-SS
煜 _ _ I-SS
， _ _ O
武 _ _ O
經 _ _ O
郎 _ _ O
、 _ _ O
新 _ _ O
特 _ _ O
差 _ _ O
充 _ _ O
殿 _ _ O
前 _ _ O
司 _ _ O
書 _ _ O
寫 _ _ O
機 _ _ O
宜 _ _ O
文 _ _ O
字 _ _ O
； _ _ O
煁 _ _ B-SS
， _ _ O
故 _ _ O
承 _ _ O
節 _ _ O
郎 _ _ O
、 _ _ O
閤 _ _ O
門 _ _ O
看 _ _ O
班 _ _ O
祗 _ _ O
候 _ _ O
、 _ _ O
監 _ _ O
饒 _ _ O
州 _ _ O
在 _ _ O
城 _ _ O
商 _ _ O
税 _ _ O
； _ _ O
焕 _ _ B-SS
， _ _ O
故 _ _ O
從 _ _ O
義 _ _ O
郎 _ _ O
、 _ _ O
監 _ _ O
兩 _ _ O
浙 _ _ O
轉 _ _ O
運 _ _ O
司 _ _ O
婺 _ _ O
州 _ _ O
蘭 _ _ O
谿 _ _ O
酒 _ _ O
庫 _ _ O
； _ _ O
光 _ _ B-SS
， _ _ O
奉 _ _ O
議 _ _ O
郎 _ _ O
、 _ _ O
新 _ _ O
通 _ _ O
判 _ _ O
婺 _ _ O
州 _ _ O
軍 _ _ O
州 _ _ O
事 _ _ O
； _ _ O
[ _ _ O
C _ _ O
F _ _ O
o _ _ O
n _ _ O
t _ _ O
] _ _ O
N _ _ O
F _ _ O
E _ _ O
B _ _ O
3 _ _ O
[ _ _ O
/ _ _ O
C _ _ O
F _ _ O
o _ _ O
n _ _ O
t _ _ O
] _ _ O
， _ _ O
文 _ _ O
林 _ _ O
郎 _ _ O
、 _ _ O
監 _ _ O
泰 _ _ O
州 _ _ O
角 _ _ O
斜 _ _ O
鹽 _ _ O
場 _ _ O
； _ _ O
焯 _ _ B-SS
、 _ _ O
爚 _ _ B-SS
， _ _ O
國 _ _ O
子 _ _ O
進 _ _ O
士 _ _ O
。 _ _ O
剡 _ _ B-SS
， _ _ O
國 _ _ O
學 _ _ O
生 _ _ O
。 _ _ O
煒 _ _ B-SS
、 _ _ O
煓 _ _ B-SS
、 _ _ O
熠 _ _ B-SS
， _ _ O
國 _ _ O
子 _ _ O
進 _ _ O
士 _ _ O
， _ _ O
[ _ _ O
C _ _ O
F _ _ O
o _ _ O
n _ _ O
t _ _ O
] _ _ O
N _ _ O
F _ _ O
E _ _ O
A _ _ O
7 _ _ O
[ _ _ O
/ _ _ O
C _ _ O
F _ _ O
o _ _ O
n _ _ O
t _ _ O
] _ _ O
、 _ _ O
燔 _ _ B-SS
、 _ _ O
焴 _ _ B-SS
、 _ _ O
